id,savetime,filename,stationid,datatime,temperature,humidity,pressure,ws_10,wd_10,ws_30,wd_30,ws_50,wd_50,ws_70,wd_70,ws_hub,wd_hub
531,2024-11-26 22:00:41,DPDFDC_CFT_20241126_2205.WPD,41,2024-11-26 22:05:00,5.92,42.44,1035.17,9.32,2.03,9.57,1.98,9.7,2.09,9.92,1.97,9.92,1.97
533,2024-11-26 22:05:41,DPDFDC_CFT_20241126_2210.WPD,41,2024-11-26 22:10:00,5.78,41.69,1057.88,9.12,4.26,9.11,3.99,9.26,4.07,9.6,4.06,9.6,4.06
535,2024-11-26 22:10:41,DPDFDC_CFT_20241126_2215.WPD,41,2024-11-26 22:15:00,5.7,43.06,1043.8,9.06,5.24,9.14,5.36,9.36,5.61,9.67,5.41,9.67,5.41
537,2024-11-26 22:15:41,DPDFDC_CFT_20241126_2220.WPD,41,2024-11-26 22:20:00,5.73,42.66,1030.28,8.94,1.96,9.21,2.03,9.28,1.96,9.25,1.98,9.25,1.98
539,2024-11-26 22:20:41,DPDFDC_CFT_20241126_2225.WPD,41,2024-11-26 22:25:00,5.63,42.6,1039.72,8.95,0.89,8.97,0.88,8.84,0.89,9.11,0.93,9.11,0.93
541,2024-11-26 22:25:41,DPDFDC_CFT_20241126_2230.WPD,41,2024-11-26 22:30:00,5.73,42.56,1050.16,8.99,1.52,8.84,1.56,9.05,1.52,9.25,1.51,9.25,1.51
543,2024-11-26 22:30:40,DPDFDC_CFT_20241126_2235.WPD,41,2024-11-26 22:35:00,5.54,42.56,1059.83,8.62,3.44,8.97,3.5,8.71,3.57,8.9,3.51,8.9,3.51
545,2024-11-26 22:35:40,DPDFDC_CFT_20241126_2240.WPD,41,2024-11-26 22:40:00,5.38,44.45,1023.74,8.61,2.6,8.78,2.64,8.61,2.54,8.99,2.59,8.99,2.59
547,2024-11-26 22:40:40,DPDFDC_CFT_20241126_2245.WPD,41,2024-11-26 22:45:00,5.51,43.98,1031.77,8.91,0.7,8.74,0.7,8.85,0.71,9.16,0.66,9.16,0.66
549,2024-11-26 22:45:40,DPDFDC_CFT_20241126_2250.WPD,41,2024-11-26 22:50:00,5.59,44.05,1021.46,8.89,355.6,8.98,5.83,8.77,356.61,9.03,347.18,9.03,347.18
551,2024-11-26 22:50:40,DPDFDC_CFT_20241126_2255.WPD,41,2024-11-26 22:55:00,5.36,44.85,1032.43,8.62,349.26,8.58,352.02,8.62,1.36,8.98,342.77,8.98,342.77
553,2024-11-26 22:55:40,DPDFDC_CFT_20241126_2300.WPD,41,2024-11-26 23:00:00,5.46,44.57,1031.84,8.52,1.79,8.68,1.65,8.7,1.78,8.93,1.72,8.93,1.72
555,2024-11-26 23:00:40,DPDFDC_CFT_20241126_2305.WPD,41,2024-11-26 23:05:00,5.52,45.48,1016.31,8.5,0.89,8.48,0.88,8.74,0.87,8.84,0.91,8.84,0.91
557,2024-11-26 23:05:40,DPDFDC_CFT_20241126_2310.WPD,41,2024-11-26 23:10:00,5.39,44.27,1036.39,8.28,0.67,8.46,0.66,8.45,0.7,8.6,0.72,8.6,0.72
559,2024-11-26 23:10:41,DPDFDC_CFT_20241126_2315.WPD,41,2024-11-26 23:15:00,5.29,44.4,1027.1,8.39,1.76,8.65,1.74,8.51,1.79,8.9,1.81,8.9,1.81
561,2024-11-26 23:15:41,DPDFDC_CFT_20241126_2320.WPD,41,2024-11-26 23:20:00,5.34,46.24,1018.77,8.5,357.24,8.33,15.21,8.38,10.96,8.69,359.11,8.69,359.11
563,2024-11-26 23:20:41,DPDFDC_CFT_20241126_2325.WPD,41,2024-11-26 23:25:00,5.2,45.66,1041.86,8.14,5.5,8.09,4.07,8.17,15.59,8.45,0.82,8.45,0.82
565,2024-11-26 23:25:41,DPDFDC_CFT_20241126_2330.WPD,41,2024-11-26 23:30:00,5.24,45.07,1029.61,7.96,7.07,8.01,5.46,7.87,342.82,8.32,342.8,8.32,342.8
567,2024-11-26 23:30:41,DPDFDC_CFT_20241126_2335.WPD,41,2024-11-26 23:35:00,5.11,46.83,1051.76,7.93,9.15,7.93,1.46,8.23,4.59,8.41,12.28,8.41,12.28
569,2024-11-26 23:35:41,DPDFDC_CFT_20241126_2340.WPD,41,2024-11-26 23:40:00,4.99,46.82,1035.92,8.18,8.31,8.15,359.28,8.22,342.34,8.52,351.82,8.52,351.82
571,2024-11-26 23:40:41,DPDFDC_CFT_20241126_2345.WPD,41,2024-11-26 23:45:00,4.94,46.71,1043.93,8.25,346.51,8.2,356.17,8.33,355.61,8.73,2.13,8.73,2.13
573,2024-11-26 23:45:41,DPDFDC_CFT_20241126_2350.WPD,41,2024-11-26 23:50:00,5.06,47.31,1027.91,8.23,0.42,8.36,0.41,8.47,0.4,8.64,0.4,8.64,0.4
575,2024-11-26 23:50:41,DPDFDC_CFT_20241126_2355.WPD,41,2024-11-26 23:55:00,5.0,48.87,1016.69,8.32,1.08,8.26,1.18,8.44,1.12,8.69,1.07,8.69,1.07
1,2024-11-26 23:55:41,DPDFDC_CFT_20241127_0000.WPD,41,2024-11-27 00:00:00,4.86,48.57,1012.83,8.22,2.21,8.27,2.24,8.3,2.31,8.5,2.37,8.5,2.37
3,2024-11-27 00:00:41,DPDFDC_CFT_20241127_0005.WPD,41,2024-11-27 00:05:00,4.96,48.03,1044.72,8.2,1.83,8.28,1.97,8.23,1.87,8.67,1.96,8.67,1.96
5,2024-11-27 00:05:41,DPDFDC_CFT_20241127_0010.WPD,41,2024-11-27 00:10:00,5.2,51.55,1041.07,8.05,2.62,8.41,2.58,8.42,2.51,8.56,2.48,8.56,2.48
7,2024-11-27 00:10:41,DPDFDC_CFT_20241127_0015.WPD,41,2024-11-27 00:15:00,5.24,51.84,1003.85,8.26,3.66,8.44,3.74,8.24,3.6,8.63,3.66,8.63,3.66
9,2024-11-27 00:15:41,DPDFDC_CFT_20241127_0020.WPD,41,2024-11-27 00:20:00,5.28,50.15,998.21,8.44,4.09,8.41,4.03,8.2,4.13,8.57,4.23,8.57,4.23
11,2024-11-27 00:20:41,DPDFDC_CFT_20241127_0025.WPD,41,2024-11-27 00:25:00,5.02,50.87,1015.86,8.3,2.06,8.31,1.91,8.54,2.0,8.55,2.02,8.55,2.02
13,2024-11-27 00:25:41,DPDFDC_CFT_20241127_0030.WPD,41,2024-11-27 00:30:00,5.08,51.58,1036.28,8.1,1.43,8.27,1.46,8.26,1.46,8.68,1.42,8.68,1.42
15,2024-11-27 00:30:41,DPDFDC_CFT_20241127_0035.WPD,41,2024-11-27 00:35:00,5.07,51.97,1000.49,8.19,0.73,8.39,0.74,8.19,0.76,8.53,0.74,8.53,0.74
17,2024-11-27 00:35:41,DPDFDC_CFT_20241127_0040.WPD,41,2024-11-27 00:40:00,4.98,52.47,989.2,7.86,344.92,8.12,12.83,8.14,341.4,8.42,1.15,8.42,1.15
19,2024-11-27 00:40:41,DPDFDC_CFT_20241127_0045.WPD,41,2024-11-27 00:45:00,5.14,52.01,1007.88,7.92,1.71,7.94,1.69,8.06,1.64,8.29,1.68,8.29,1.68
21,2024-11-27 00:45:41,DPDFDC_CFT_20241127_0050.WPD,41,2024-11-27 00:50:00,4.9,52.45,1023.82,7.76,0.21,7.84,0.2,7.71,0.2,8.04,0.2,8.04,0.2
23,2024-11-27 00:50:41,DPDFDC_CFT_20241127_0055.WPD,41,2024-11-27 00:55:00,4.84,53.87,992.11,7.72,1.89,7.47,1.84,7.86,1.91,7.96,1.85,7.96,1.85
25,2024-11-27 00:55:41,DPDFDC_CFT_20241127_0100.WPD,41,2024-11-27 01:00:00,4.96,53.32,1046.77,7.52,2.08,7.47,2.06,7.67,2.09,8.03,1.95,8.03,1.95
27,2024-11-27 01:00:41,DPDFDC_CFT_20241127_0105.WPD,41,2024-11-27 01:05:00,4.82,53.95,1000.15,8.02,0.61,7.87,0.6,7.77,0.64,8.14,0.62,8.14,0.62
29,2024-11-27 01:05:41,DPDFDC_CFT_20241127_0110.WPD,41,2024-11-27 01:10:00,4.8,54.51,1006.58,7.79,5.84,7.91,6.05,7.88,6.17,8.13,6.15,8.13,6.15
31,2024-11-27 01:10:40,DPDFDC_CFT_20241127_0115.WPD,41,2024-11-27 01:15:00,4.81,54.46,1018.12,7.6,2.77,7.58,2.55,7.81,2.75,8.13,2.55,8.13,2.55
33,2024-11-27 01:15:40,DPDFDC_CFT_20241127_0120.WPD,41,2024-11-27 01:20:00,4.84,54.32,1020.66,7.46,0.13,7.58,0.13,7.69,0.13,7.95,0.13,7.95,0.13
35,2024-11-27 01:20:40,DPDFDC_CFT_20241127_0125.WPD,41,2024-11-27 01:25:00,4.77,53.56,1028.74,7.34,4.09,7.19,4.2,7.38,4.42,7.51,4.34,7.51,4.34
37,2024-11-27 01:25:40,DPDFDC_CFT_20241127_0130.WPD,41,2024-11-27 01:30:00,4.8,54.51,1020.63,7.02,0.93,7.11,0.99,7.31,0.91,7.29,0.93,7.29,0.93
